source_id,source_name,source_type,availability_tag,metric_tags,evidence_use_tags,solar_wildfire_use,fire_origin_family,has_open_numbers,does_not_have_open,url,retrieved,notes
WELLINGTON_NORTH_FIRE_2025,"Wellington North Solar Farm (Lightsource bp) fire, NSW, Australia",named_event_case_study,HAS_OPEN_NUMBERS,"[""GENERATION_SHORTFALL""]","[""CASE_STUDY_ONLY""]",400-425 MW farm; 92 ha grass fire on-site; operating at ~90% capacity post-fire; no damage to major equipment reported. Illustrates a case where a fire event caused minimal-to-no physical loss.,EXOGENOUS_WILDFIRE_DIRECT,400-425 MW farm; 92 ha grass fire; operating at ~90% capacity post-fire; no major equipment damage reported.,Any dollar figure (none disclosed); confirmation of exact capacity (400 vs 425 MW cited variously).,https://reneweconomy.com.au/,2026-07-10,"A near-zero-physical-loss case despite a fire event on-site — useful as a lower-bound anchor alongside VALDORA_SOLAR_ZERO_LOSS_2022-style zero-loss anchors in the flood dossier, but no $ figure exists to record as a benchmark row."
BERYL_SOLAR_FIRE_2023,"Beryl Solar Farm (RES Australia / Banpu Energy) fire, Gulgong, NSW",named_event_case_study,NO_DIRECT_RENEWABLE_NUMBERS_FOUND,[],"[""CASE_STUDY_ONLY""]",110 MW farm; fire burned under panels; site fully shut down and isolated; no dollar or downtime figure disclosed.,EXOGENOUS_WILDFIRE_DIRECT,110 MW farm; fire burned under panels; site shut down/isolated.,"Any dollar, downtime, or damage-extent figure.",https://reneweconomy.com.au/,2026-07-10,"No open numeric data beyond MW capacity and a qualitative description — included for completeness of the named-event catalog, not usable as a benchmark."
RAYWOOD_SOLAR_FIRE_2025,"Raywood Solar Farm (Sungrow) inverter fire, Victoria, Australia",named_event_case_study,HAS_OPEN_NUMBERS,"[""BI_DOWNTIME""]","[""CASE_STUDY_ONLY""]","20 MW farm; fire broke out in a Sungrow inverter and spread a short way into long grass under the panels; forced regulatory shutdown until vegetation is cut back below 100mm. Equipment-origin ignition that then threatens to spread as a fire (PV-as-ignition-source), the inverse of wildfire-into-site — noted but kept scope-separate.",ENDOGENOUS_ASSET_ORIGINATED_FIRE,"20 MW capacity; fire started in inverter, spread into grass under panels; ten fire units responded ~5:50pm, under control by 8:30pm; forced shutdown until vegetation managed below 100mm.",Any dollar figure (revenue loss during outage undisclosed); precise duration of the shutdown as of retrieval.,https://reneweconomy.com.au/victoria-solar-farm-shut-down-after-fire-in-on-site-inverters-must-mow-grass/,2026-07-10,"CAUSE_CODING_AMBIGUOUS: this is PV-equipment-as-ignition-source (inverter fire spreading to vegetation), the inverse of the canonical wildfire-into-site peril — must not be relabeled as exogenous wildfire damage."
MANNUM_SOLAR_FIRE_2024,"Mannum 2 Solar Farm (Epic Energy) inverter fire, South Australia",named_event_case_study,HAS_OPEN_NUMBERS,"[""EVENT_LOSS"", ""COMPONENT_COST""]","[""CASE_STUDY_ONLY"", ""SECONDARY_BENCHMARK""]","~$250,000 damage estimate (currency unconfirmed, likely AUD) from an inverter-in-shipping-container fire; crews kept the fire contained to the shipping container, preventing spread to nearby panels; one contractor injured. Equipment-origin, not wildfire-into-site.",ENDOGENOUS_ASSET_ORIGINATED_FIRE,"~$250,000 damage bill estimate; fire contained to shipping container (did not spread to panels); 1 contractor injured; project was being commissioned at the time.","MW capacity of the Mannum 2 project (not stated in source, so no per-MW normalization possible); confirmed currency (AUD assumed, unconfirmed).",https://www.cfs.sa.gov.au/news-media/media-alerts/mannum-solar-farm-fire-9-january-2024/,2026-07-10,"CAUSE_CODING_AMBIGUOUS: containerized-inverter/BESS-adjacent equipment fire, not an exogenous wildfire burning into the site — useful only as a lower-bound severity anchor for equipment-fire losses, not a wildfire-into-site DIRECT benchmark. Currency (AUD) unconfirmed but implied by South Australian source."
ENERGY_SAFE_VIC_5_FARMS_2025,Energy Safe Victoria — 5 Sungrow-owned solar farms shut down over bushfire/vegetation risk,government_regulator_action,HAS_OPEN_NUMBERS,"[""BI_DOWNTIME""]","[""CASE_STUDY_ONLY""]","Regulatory order to cease generation at 5 Sungrow-owned farms (Raywood, Goornong, Ledcourt, Stawell, Moolort) effective 22 Feb 2025, citing vegetation-management/bushfire-ignition risk following the Raywood fire; no dollar figure disclosed; regulatory/preventive shutdown, not a realized loss.",EXOGENOUS_WILDFIRE_DIRECT,"5 solar farms ordered to cease generating electricity, effective midday 22 Feb 2025; shutdown to remain until Energy Safe is satisfied vegetation is managed appropriately; no aggregate MW figure for the 5-farm group disclosed (only Raywood's 20 MW known).",Any dollar figure for lost revenue during the shutdown; aggregate MW capacity across all 5 farms; final shutdown-end date as of retrieval.,https://www.energysafe.vic.gov.au/media-centre/news/energy-safe-victoria-switches-5-solar-farms-over-bushfire-concerns,2026-07-10,"Regulatory/preventive shutdown due to vegetation-management-driven bushfire-ignition risk, not an incurred physical-damage loss — valuable frequency/regulatory context, not a severity benchmark."
CAISO_2020_SMOKE_EIA_REUTERS,2020 California wildfire smoke — CAISO solar generation drop (Reuters/EIA),wire_press_citing_federal_agency,HAS_OPEN_NUMBERS,"[""SOILING_LOSS"", ""GENERATION_SHORTFALL""]","[""PRIMARY_BENCHMARK_CANDIDATE"", ""SECONDARY_BENCHMARK""]",SMOKE-SOILING scope: ~30% generation drop vs. the July 2020 average; 13.4% year-over-year decline in the first half of September 2020 despite +659 MW / +5% utility-scale capacity growth in California.,SMOKE_SOILING_GENERATION,~30% generation drop vs. July 2020 average; 13.4% YoY decline (1st half Sept 2020) despite +659 MW (+5%) capacity growth.,Site-level (vs. CAISO-system-level) generation-loss figures; $ revenue translation.,https://www.reuters.com/business/environment/wildfire-smoke-slashes-solar-energy-production-california-2020-09-30/,2026-07-10,"SMOKE-SOILING scope strictly — a system-wide CAISO aggregate, not a per-site or per-MW figure; cross-corroborated by NREL_WILDFIRE_CAISO_TECH_REPORT_2023 and DOE/FEMP figures for the same 2020 season."
NREL_WILDFIRE_CAISO_TECH_REPORT_2023,"NREL — 'Impact of Wildfires on Solar Generation, Reserves and Energy Prices' (technical report, CAISO focus)",government_lab_technical_report,HAS_OPEN_NUMBERS,"[""SOILING_LOSS"", ""GENERATION_SHORTFALL"", ""SMOKE_AOD""]","[""PRIMARY_BENCHMARK_CANDIDATE""]","SMOKE-SOILING scope: ~450 MW average generation decrease in September 2020; up to 7.7% monthly PV generation reduction; operating reserve requirements up 53-64%; AOD increase from ~0.10 background to 0.53 peak in September; ~1,440,000 acres burned in CA in 2020.",SMOKE_SOILING_GENERATION,"~450 MW avg generation decrease Sept 2020; up to 7.7% monthly PV generation reduction; operating reserve +53% (2020 conditions) / +64% (enhanced/escalating wildfire scenario); AOD increase 0.14-0.46 above background ~0.10, peak 0.53 in September; ~1,440,000 acres burned in CA, 2020.",Per-site or per-project figures (this is a CAISO-system-level study); $ revenue translation.,https://www.nrel.gov/docs/fy23osti/86640.pdf,2026-07-10,"SMOKE-SOILING scope strictly. Note: this same NREL report is independently referenced as Source 14 in the R4 engineering file (NREL_WILDFIRE_SOLAR_GENERATION_RESERVES_PRICES) where direct PDF fetch failed and figures were snippet-derived (up to 7.7% monthly / 19% daily) — treat the two file entries as the same underlying report, cross-checking figures rather than double-counting as independent evidence."
NCAR_WILDFIRE_SMOKE_SOLAR_2020,"NCAR/UCAR study — smoke effect on California solar peak-hour output, 2020",government_lab_research_study,HAS_OPEN_NUMBERS,"[""SOILING_LOSS"", ""GENERATION_SHORTFALL""]","[""SECONDARY_BENCHMARK""]",SMOKE-SOILING scope: 10-30% peak-hour (noon-4pm) production decline on heavy-smoke days; <7% decline on low-smoke days; up to 50% below forecast in late-afternoon/evening on the smokiest days; 27% average below forecast on the smokiest days.,SMOKE_SOILING_GENERATION,10-30% peak-hour (noon-4pm) decline on heavy-smoke days; <7% decline on low-smoke days; up to 50% below forecast late-afternoon/evening; 27% average below forecast on smokiest days.,Per-site figures; $ revenue translation; MW capacity denominator.,https://ncar.ucar.edu/,2026-07-10,"SMOKE-SOILING scope strictly; California-wide/regional aggregate, time-of-day-stratified figures, not per-project."
AMPERON_AEMO_BUSHFIRE_2019_2020,"Amperon/AEMO study — 20 Australian solar farms, 2019-2020 bushfires",market_operator_research_study,HAS_OPEN_NUMBERS,"[""SOILING_LOSS"", ""GENERATION_SHORTFALL""]","[""SECONDARY_BENCHMARK""]","SMOKE-SOILING scope: mean 4.1% generation decrease across 20 Australian solar farms (Dec 2019-Jan 2020); regional breakdown: ACT 10.3%, NSW 4.1%, VIC 3.5%, SA 1.2%; individual sites: Mugga Lane Solar Park 12.0% (peak), Royalla Solar Farm 8.6%.",SMOKE_SOILING_GENERATION,"Mean 4.1% generation decrease (Dec 2019-Jan 2020) across 20 farms; regional breakdown: ACT 10.3%, NSW 4.1%, VIC 3.5%, SA 1.2%; Mugga Lane Solar Park 12.0% (peak); Royalla Solar Farm 8.6%.",$ revenue translation; individual-site breakdown beyond the two named examples.,https://www.aemo.com.au/,2026-07-10,"SMOKE-SOILING scope strictly; Australian bushfire season 2019-2020, cross-corroborates the US CAISO/NREL/NCAR figures for the same general magnitude range (single-digit to low-double-digit % generation loss, higher in peak-smoke sub-periods/regions)."
ENERGY_GOV_FEMP_PVROM_WILDFIRE,"DOE/FEMP — PVROM dataset, western US wildfire smoke impact on PV production",government_agency_report,HAS_OPEN_NUMBERS,"[""SOILING_LOSS"", ""GENERATION_SHORTFALL""]","[""PRIMARY_BENCHMARK_CANDIDATE""]","SMOKE-SOILING scope: 9.4%-37.8% measured power-production drop across PVROM sites in the western US; California statewide decline of 10-30%, up to 58% locally (September 2020). Also documents Class A fire rating guidance (UL 1703) relevant to DIRECT/mechanism scope.",SMOKE_SOILING_GENERATION,"9.4%-37.8% measured power-production drop (PVROM western US sites); CA statewide decline 10-30%, up to 58% locally (Sept 2020); Class A fire rating guidance per UL 1703 referenced.",$ revenue translation; per-site breakdown beyond the aggregate range.,https://www.energy.gov/eere/femp,2026-07-10,"SMOKE-SOILING figures (9.4-37.8% / 10-30% / up to 58%) strictly separate from the UL 1703 Class-A fire-rating guidance, which is a DIRECT/mechanism datum — this source spans both scopes and rows must be split accordingly. Cross-corroborated with the same 9.4-37.8% figure independently reported in R4 (OSTI_GILLETLY / DOE_FEMP_SOLAR_PV_WILDFIRE_HARDENING) — same underlying PVROM dataset, not independent confirmation."
KINGS_COUNTY_GRASS_FIRE_2023,"Kings County, CA solar panel field grass fire (ABC30/KFSN)",local_broadcast_news,NO_DIRECT_RENEWABLE_NUMBERS_FOUND,[],"[""CASE_STUDY_ONLY"", ""SCREENING_ONLY""]","267 acres burned near a solar panel field in Kings County, CA; cause under investigation; no solar farm name, MW capacity, or dollar figure disclosed.",EXOGENOUS_WILDFIRE_DIRECT,"~267 acres burned; location near Avenal cut-off road, Kings County, CA; cause under investigation.",Solar farm name; MW capacity; $ damage; equipment-loss detail.,https://abc30.com/post/investigation-grass-fire-solar-panel-farm-kings-county/13309207/,2026-07-10,"Illustrates the long tail of small, undisclosed grass-fire-at-solar-site incidents that never generate a quantified loss report — frequency-context only, not usable for $/MW normalization."
YANG_2015_MATERIALS_PV_FLAMMABILITY,Yang et al. 2015 — materials study of PV module flammability (cone calorimeter),peer_reviewed_engineering_study,HAS_OPEN_NUMBERS,"[""IGNITION_CHF""]","[""MECHANISM_ONLY"", ""PRIMARY_BENCHMARK_CANDIDATE""]","DIRECT mechanism scope: critical heat flux (CHF) = 26 kW/m^2 for PV module ignition (single-PV-cell module, cone calorimeter); ignition times 913s (at 28 kW/m^2) down to 83s (at 45 kW/m^2); total heat release 38-57 MJ/m^2; peak heat release rate 85 to 402 kW/m^2.",HAZARD_INTENSITY_ENGINEERING,CHF = 26 kW/m^2; ignition times 913s->83s (28->45 kW/m^2); total heat release 38-57 MJ/m^2; peak HRR 85->402 kW/m^2.,"Any financial/dollar figure — this is a pure materials-science mechanism study, not a loss dataset.",https://doi.org/10.1016/j.firesaf.2015.01.001 (approximate DOI path; verify via publisher),2026-07-10,"This is the most-cited open CHF figure for PV modules (26 kW/m^2), corroborated independently by WANG_WANG_ZHAO_SEMSC_2025_PVGLASS. DIRECT/mechanism scope only — no $ figures. This is a hazard-intensity mechanism datum (ignition threshold), not a loss benchmark; provides the physical basis for an intensity axis, not a dollar severity."
WANG_WANG_ZHAO_SEMSC_2025_PVGLASS,"Wang, Wang & Zhao 2025 (SEMSC) — PV glass ignition study",peer_reviewed_engineering_study,HAS_OPEN_NUMBERS,"[""IGNITION_CHF""]","[""MECHANISM_ONLY"", ""SECONDARY_BENCHMARK""]","DIRECT mechanism scope: CHF = 26 kW/m^2 for single-glass/double-glazed PV module, corroborating the Yang 2015 figure. Note: this is the closest verified real analog found for a target citation ('Wang 2025, Int J Thermal Sciences 209:109489') that could not itself be independently verified as stated.",HAZARD_INTENSITY_ENGINEERING,CHF = 26 kW/m^2 (single-glass/double-glazed PV module) — abstract-level extraction only.,Full-text verification beyond the abstract; confirmation this matches the originally-targeted 'Int J Thermal Sciences 209:109489' citation (flagged as unverified/possible mismatch).,https://www.semanticscholar.org/ (exact article URL pending verification),2026-07-10,"FLAGGED: could not verify the originally-requested citation ('Wang 2025, Int J Thermal Sciences 209:109489') as stated; this entry documents the closest verified real analog with an explicit discrepancy note, per the research file's own caveat. Corroborates Yang 2015's 26 kW/m^2 CHF figure independently."
SSRN_GLASS_PV_IGNITION_2024,SSRN preprint (2024) — glass/PV ignition and heat-transfer study,preprint_engineering_study,HAS_OPEN_NUMBERS,"[""IGNITION_CHF""]","[""MECHANISM_ONLY""]","DIRECT mechanism scope: qualitative ignition/heat-transfer findings only (abstract-level extraction), no additional quantified CHF beyond what is corroborated elsewhere. Flagged as the closest match found for a target citation ('Zhao 2026, Fire 9(2):62') that could not itself be verified as stated.",HAZARD_INTENSITY_ENGINEERING,Qualitative ignition/heat-transfer findings (abstract-level); no distinct new quantified figure beyond corroborating the ~26 kW/m^2 CHF range.,"Full-text quantified figures; confirmation this matches the originally-targeted 'Zhao 2026, Fire 9(2):62' citation (flagged as unverified/possible mismatch).",https://papers.ssrn.com/ (exact preprint URL pending verification),2026-07-10,"FLAGGED: could not verify the originally-requested citation ('Zhao 2026, Fire 9(2):62') as stated; documented as the closest verified real analog with an explicit discrepancy note."
ZHANG_2022_ENERGIES_XLPE_CABLE,Zhang et al. 2022 (Energies journal) — XLPE cable flammability study,peer_reviewed_engineering_study,HAS_OPEN_NUMBERS,"[""IGNITION_CHF""]","[""MECHANISM_ONLY"", ""SECONDARY_BENCHMARK""]","DIRECT mechanism scope: CHF = 16.24 kW/m^2 for XLPE cable (cone calorimeter) — notably lower than the ~26 kW/m^2 PV-module CHF, implying cabling may ignite before module glass in a real fire exposure. Ignition times 83.5s (at 20 kW/m^2) down to 13.3s (at 40 kW/m^2); thermal response parameter (TRP) = 325.7 kW*s^0.5/m^2.",HAZARD_INTENSITY_ENGINEERING,CHF = 16.24 kW/m^2; ignition times 83.5s->13.3s (20->40 kW/m^2); TRP = 325.7 kW*s^0.5/m^2.,Any financial/dollar figure; XLPE-cable-specific claims/loss data.,https://doi.org/10.3390/en15134693 (approximate DOI path for Energies journal article; verify via publisher),2026-07-10,"Cross-material comparison datum: cabling (16.24 kW/m^2 CHF) ignites at a lower heat flux than PV module glass (~26 kW/m^2), a mechanism-relevant finding for damage-curve sequencing, not a loss figure."
USFS_FSIM_RDS_2016_0034_3,"USFS Missoula Fire Sciences Lab — FSim national burn-probability + flame-length-probability dataset (270m), 3rd Edition",government_hazard_dataset,HAS_OPEN_NUMBERS,"[""BURN_PROBABILITY"", ""FLAME_LENGTH""]","[""DENOMINATOR_ONLY"", ""MECHANISM_ONLY""]","This is the canonical hazard-axis denominator named explicitly in the brief: 6 discrete flame-length-probability bins (FLP1: <2ft, FLP2: 2-4ft, FLP3: 4-6ft, FLP4: 6-8ft, FLP5: 8-12ft, FLP6: 12+ft), CONUS+AK+HI, 270m resolution, landscape conditions as of end of 2020 (3rd edition, 2023 publication). Pure probabilistic hazard-simulation output, no dollar-loss data.",EXPOSURE_DENOMINATOR,"Burn probability (BP) raster + 6 flame-length-probability bins: FLP1 <2ft, FLP2 2-4ft, FLP3 4-6ft, FLP4 6-8ft, FLP5 8-12ft, FLP6 12+ft; CONUS+AK+HI, 270m grid, landscape conditions end of 2020.",Any dollar-loss data of any kind; solar-facility attribute (requires independent GIS join against USPVDB).,https://www.fs.usda.gov/rds/archive/catalog/RDS-2016-0034-3,2026-07-10,"The canonical hazard-axis intensity variable (flame-length-probability bins) for any future solar-wildfire damage curve, analogous to flood-depth for flood_solar. Pure hazard/probability layer — DENOMINATOR_ONLY, no loss figures. Cross-referenced identically in R5 as source #4 (same dataset, exposure-research angle)."
FARSITE_BYRAM_FIRELINE_INTENSITY,FARSITE / Byram fireline-intensity to flame-length conversion formulas,engineering_methodology_reference,HAS_OPEN_NUMBERS,"[""FLAME_LENGTH""]","[""MECHANISM_ONLY""]","DIRECT mechanism scope: Byram's fireline intensity formula I_b = h*w*R/60 (kW/m); flame-length conversion L_f = 0.0775*I_b^0.46 (Byram) or 0.237*I_B^0.46 (Albini); CSIRO recalibration L_f = 0.04001*I_f^0.5846 (forest) / 0.03888*I_f^0.5111 (grassland). Formulas only, no site-specific loss data.",HAZARD_INTENSITY_ENGINEERING,"I_b = h*w*R/60 (Byram fireline intensity, kW/m); L_f = 0.0775*I_b^0.46 (Byram flame-length) / 0.237*I_B^0.46 (Albini); CSIRO: L_f = 0.04001*I_f^0.5846 (forest) / 0.03888*I_f^0.5111 (grassland).",Any dollar or loss figure; site-specific application to a solar facility.,https://www.fs.usda.gov/rmrs/ (FARSITE/BehavePlus documentation; exact PDF pending verification),2026-07-10,Pure engineering formula/methodology reference converting fireline intensity to flame length — the mechanistic link between the USFS_FSIM burn-probability/FLP hazard axis and a physical flame-length damage input. No financial figures.
NIST_TN_1796_WITCH_GUEJITO,NIST Technical Note 1796 — Witch and Guejito Fires forensic case study,government_forensic_technical_report,HAS_PATHWAY_ONLY,"[""DEFENSIBLE_SPACE""]","[""MECHANISM_ONLY""]","DIRECT mechanism scope, not PV-specific: 274 homes in the fire's path, 245 within the final perimeter, 74 destroyed / 16 damaged in the Rancho Bernardo area specifically; Witch Fire overall totals 1,125 destroyed / 77 damaged. Full quantitative tables were not re-extracted from the primary PDF in this research pass (relied on secondary program pages/news/slide decks) — flagged HAS_PATHWAY_ONLY/partial.",HAZARD_INTENSITY_ENGINEERING,"274 homes in fire path, 245 within final perimeter, 74 destroyed/16 damaged (Rancho Bernardo); Witch Fire overall: 1,125 destroyed/77 damaged.",Full primary-PDF quantitative tables (percentage/table-level figures) — recommend a follow-up direct fetch of the primary NIST TN 1796 PDF; any PV-specific application (this is a residential WUI case study).,https://www.nist.gov/publications/technical-note-1796,2026-07-10,"Not PV-specific — a residential wildland-urban-interface (WUI) home-survival forensic study; useful only as a defensible-space/structure-survival mechanism reference, not a solar loss benchmark. Flagged HAS_PATHWAY_ONLY pending primary-PDF re-fetch for exact table figures."
NIST_TN_2228_FENCES_MULCH,NIST Technical Note 2228 — fences and mulch WUI fire-spread experiments,government_forensic_technical_report,HAS_OPEN_NUMBERS,"[""DEFENSIBLE_SPACE""]","[""MECHANISM_ONLY""]","DIRECT mechanism scope, not PV-specific: 187 experiments; fences spaced 91cm (3ft) apart still produced large flames, indicating close-spaced combustible fencing does not reliably prevent fire spread. Full quantitative tables not re-extracted from primary PDF in this pass.",HAZARD_INTENSITY_ENGINEERING,187 experiments; fences 91cm (3ft) apart still produced large flames.,Full primary-PDF quantitative tables; any PV-specific application.,https://www.nist.gov/publications/technical-note-2228,2026-07-10,"Not PV-specific — WUI fire-spread mechanism reference (fences/mulch as fire-spread pathways), useful for understanding defensible-space/setback effectiveness limits, not a solar loss benchmark."
NIST_TN_2205_HMM_METHODOLOGY,NIST Technical Note 2205 — Hazard Mitigation Methodology (HMM) for WUI structures,government_forensic_technical_report,HAS_OPEN_NUMBERS,"[""DEFENSIBLE_SPACE""]","[""MECHANISM_ONLY""]","DIRECT mechanism scope, not PV-specific: catalogs 40 vulnerabilities and 57 hardening options across 8 categories; Structure Separation Distance bands: Low Density >50ft, Moderate 25-50ft, High <25ft.",HAZARD_INTENSITY_ENGINEERING,"40 vulnerabilities; 57 hardening options; 8 categories; Structure Separation Distance bands: Low Density >50ft, Moderate 25-50ft, High <25ft.",Any PV-specific hardening checklist; dollar figures for implementing hardening options.,https://www.nist.gov/publications/technical-note-2205,2026-07-10,"Not PV-specific — a general WUI structure-hardening methodology; the separation-distance bands are a useful mechanism/mitigation-state reference for a future solar-wildfire hardening checklist, not a loss benchmark."
COHEN_2000_HOME_IGNITABILITY,Cohen 2000 — home ignitability and radiant heat flux modeling (SIAM),peer_reviewed_engineering_study,HAS_OPEN_NUMBERS,"[""IGNITION_CHF"", ""DEFENSIBLE_SPACE""]","[""MECHANISM_ONLY""]","DIRECT mechanism scope, not PV-specific: 20m x 50m flame-front model (SIAM); ignition not observed beyond 40m; at 40m, heat flux <20 kW/m^2 with minimum ignition time >10 minutes; minimum piloted ignition flux = 13 kW/m^2; flux-time ignition threshold = 11,500 (flux^2 * time, dimensionless SIAM correlation); structure survival rate 70% (nonflammable roof) vs 19% (flammable roof) per Foote 1994 as cited in Cohen 2000; 86% survival with >=10m clearance.",HAZARD_INTENSITY_ENGINEERING,"Heat flux <20 kW/m^2 at 40m; min ignition time >10min at that distance; min piloted ignition flux = 13 kW/m^2; flux-time threshold = 11,500; survival 70% (nonflammable roof) vs 19% (flammable roof); 86% survival with >=10m clearance.",Any PV-module-specific ignition threshold at distance; dollar figures.,https://www.fs.usda.gov/rm/pubs_other/rmrs_2000_cohen_j001.pdf,2026-07-10,"Not PV-specific — a wood-frame-home ignitability/distance-screening reference. Useful as a generic minimum-piloted-ignition-flux cross-check (13 kW/m^2) against the PV-material CHF figures (26 kW/m^2 module, 16.24 kW/m^2 cable) from Yang/Zhang, but structure type differs materially from solar hardware."
SYPHARD_2014_DEFENSIBLE_SPACE,"Syphard et al. 2014 — defensible-space effectiveness study, San Diego County",peer_reviewed_engineering_study,HAS_OPEN_NUMBERS,"[""DEFENSIBLE_SPACE""]","[""MECHANISM_ONLY""]","DIRECT mechanism scope, not PV-specific: effective defensible space found at 5-20m (never more than 30m of benefit observed); up to 40% woody-cover clearance effective; 60% cover retention still found effective; dataset of 687,869 homes, 4,315 destroyed 2001-2010 in San Diego County, matched sample of 1,000 destroyed + 1,000 surviving homes.",HAZARD_INTENSITY_ENGINEERING,"Effective defensible space 5-20m (max useful ~30m); up to 40% woody-cover clearance effective; 60% cover retention still effective; dataset: 687,869 homes, 4,315 destroyed (2001-2010, San Diego Co.), matched sample 1,000+1,000.",Any PV-specific defensible-space standard; dollar figures.,https://doi.org/10.1371/journal.pone.0081048,2026-07-10,"Not PV-specific — a residential defensible-space effectiveness study; the 5-20m effective-distance finding is a useful mechanism/mitigation-state reference for evaluating vegetation-management standards at solar sites (directly relevant to the Australian inverter-fire/vegetation-management cluster in R3), not a loss benchmark."
DOE_FEMP_SOLAR_PV_WILDFIRE_HARDENING,DOE/FEMP — solar PV wildfire-hardening guidance,government_agency_report,HAS_OPEN_NUMBERS,"[""IGNITION_CHF"", ""COMPONENT_COST"", ""SOILING_LOSS"", ""GENERATION_SHORTFALL""]","[""MECHANISM_ONLY"", ""SECONDARY_BENCHMARK""]","BOTH DIRECT and SMOKE-SOILING content (kept as separate rows/metric families). DIRECT: forest-fire temperatures ~1,470F (up to 2,000F in extreme conditions); material melting points (aluminum 1,220F, silicon 2,580F, silver 1,760F, glass 3,092F, steel 2,700F with 1,000F structural-failure onset); UL 1703 fire ratings Class A (10min @ ~1,400F, flame spread <=6ft) / Class B (10min, <=8ft) / Class C (4min, <=13ft); backsheet thickness 250-370 microns recommended >=300 microns; $16,000 anecdotal single-inverter replacement cost (200kW rooftop system, explicitly NOT a claims-based benchmark). SMOKE-SOILING (same source, separate rows): 9.4-37.8% production drop (PVROM, matches R3/OSTI figure); CA Sept 2020 10-30% statewide, up to 58% locally.",HAZARD_INTENSITY_ENGINEERING,"Forest-fire temps ~1,470F (up to 2,000F extreme); melt points: Al 1,220F, Si 2,580F, Ag 1,760F, glass 3,092F, steel 2,700F (1,000F structural failure onset); UL1703 Class A (10min@~1,400F,<=6ft)/B(10min,<=8ft)/C(4min,<=13ft); backsheet 250-370 microns, recommend >=300; $16,000 anecdotal inverter replacement (200kW rooftop); SMOKE-SOILING: 9.4-37.8% production drop (PVROM); CA Sept 2020: 10-30% statewide, up to 58% local.",A claims-based (vs. anecdotal) component-replacement cost; any AAL/PML solar-wildfire figure.,https://www.energy.gov/eere/femp/ (exact hardening-guidance PDF pending verification),2026-07-10,"The $16,000 anecdotal inverter-replacement figure is explicitly NOT a claims-based benchmark (single anecdotal data point, residential/small-commercial rooftop, not utility-scale) — must be flagged as such wherever cited. DIRECT (material/thermal/UL) and SMOKE-SOILING (9.4-37.8%/10-30%/58%) rows must be kept separate; the SMOKE-SOILING figures duplicate the same underlying PVROM dataset as OSTI_GILLETLY_WILDFIRE_PV_PRODUCTION_REGRESSION and ENERGY_GOV_FEMP_PVROM_WILDFIRE — not independent corroboration."
OSTI_GILLETLY_WILDFIRE_PV_PRODUCTION_REGRESSION,Gilletly/Jackson/Staid (OSTI/Sandia) — wildfire smoke PV production regression study,government_lab_peer_reviewed_study,HAS_OPEN_NUMBERS,"[""SOILING_LOSS"", ""GENERATION_SHORTFALL""]","[""PRIMARY_BENCHMARK_CANDIDATE""]","SMOKE-SOILING scope, primary benchmark candidate: PM2.5 concentrations of 50-200 ug/m^3 associated with 9.4%-37.8% reduction in normalized PV production; regression fit R^2=0.6732, RMSE=0.099; sample of 68 eligible sites (52 utility-scale + 16 distributed) across AZ/CA/ID/OR/UT; covers the 2018 Mendocino Complex (459,123 acres) and Camp Fire (153,336 acres) events.",SMOKE_SOILING_GENERATION,"9.4%-37.8% reduction in normalized production at PM2.5 50-200 ug/m^3; R^2=0.6732, RMSE=0.099; 68 eligible sites (52 utility + 16 distributed), AZ/CA/ID/OR/UT; events: 2018 Mendocino Complex (459,123 acres), Camp Fire (153,336 acres).",Per-site (vs. pooled-regression) production-loss figures; $ revenue translation.,https://www.osti.gov/biblio/ (exact OSTI record ID pending verification),2026-07-10,"SMOKE-SOILING scope strictly; this is the PRIMARY quantified, peer-reviewed, utility-scale-inclusive open benchmark for smoke-driven PV generation shortfall (regression-fit, not anecdotal) — the same 9.4-37.8% figure is echoed (not independently re-derived) in ENERGY_GOV_FEMP_PVROM_WILDFIRE and DOE_FEMP_SOLAR_PV_WILDFIRE_HARDENING, all drawing on the same underlying PVROM dataset."
