source_id,source_name,source_type,availability_tag,metric_tags,evidence_use_tags,sub_peril_family,has_open_numbers,does_not_have_open,url,retrieved,notes
R3_EENEWS_TWISTERS,E&E News (POLITICO) — Can tornadoes topple wind turbines? Fact-checking 'Twisters',news_analysis,HAS_OPEN_NUMBERS,ASSET_FACTS,MECHANISM_QUALITATIVE;DENOMINATOR_CONTEXT,TORNADO,Rarity framing: direct tornado hits on turbines are low-probability given small turbine footprint vs tornado path.,$ loss; exposure fraction number.,https://www.eenews.net/articles/can-tornadoes-topple-wind-turbines-fact-checking-twisters/,2026-07-10,Supports the cell's low tornado exposure fraction (0.1 core) narrative. Context.
R3_EPRI_TCTORNADO,EPRI — Tropical Cyclone and Tornado Risks to Wind Turbines,industry_research,HAS_OPEN_NUMBERS,ASSET_FACTS;FRAGILITY_CURVE;DESIGN_HAZARD_INTENSITY,MECHANISM_ANALOG;NAMED_EVENT;HAZARD_ANCHOR,TORNADO,Harper Co KS 2012 EF3: blades removed from several turbines; IEC Ve50 table (matches canonical cell). TC section quarantined.,Turbine-specific $; full methodology gated.,https://restservice.epri.com/publicdownload/000000003002004460/0/Product,2026-07-10,EPRI IEC Ve50 table matches the canonical cell EXACTLY. Harper Co KS tornado case (blades removed). TC portion quarantined to wind_hurricane.
R3_NOAA_NCEI_BENTON,NOAA NCEI Storm Events — Benton/Fowler IN 2023-03-31 EF2,government_forensic,HAS_OPEN_NUMBERS,ASSET_FACTS;DESIGN_HAZARD_INTENSITY,NAMED_EVENT;MECHANISM_QUALITATIVE,TORNADO,Turbine snapped ~halfway up (TOWER); blades thrown 600 yd; EF2 (111-135 mph band).,Turbine $ loss.,https://www.ncei.noaa.gov/stormevents/eventdetails.jsp?id=1085924,2026-07-10,Clean tower-failure-at-EF2 forensic — informs D50 shape (tower failure well below Ve50 under tornado). $ gated.
R3_FOXWX_TRAVERSE,"Fox Weather — Oklahoma turbine fire (Traverse WEC, forensic angle)",news,HAS_OPEN_NUMBERS,ASSET_FACTS,CONTEXT_NOT_BENCHMARK,CONVECTIVE_BLENDED,One Traverse turbine down/fire after thunderstorm; cause undetermined.,$ loss; confirmed convective-wind cause.,https://www.foxweather.com/weather-news/oklahoma-wind-turbine-fire,2026-07-10,Duplicate-angle of Traverse; cause unresolved (lightning suspected). Downgrade.
R3_BHAM_TOWERCOLLAPSE,Univ. of Birmingham — Wind Turbine Tower Collapse Cases: A Historical Overview,peer_reviewed,HAS_OPEN_NUMBERS,ASSET_FACTS;FRAGILITY_CURVE,MECHANISM_ANALOG,STRAIGHT_LINE_WIND,Catalog of tower-collapse cases (storm-tagged); typhoon cases quarantined.,US per-MW $; claims data.,https://pure-oai.bham.ac.uk/ws/files/48895024/6._Cases_review_paper_06_Rev_3.pdf,2026-07-10,Tower-collapse mechanism catalog; supports WT_TOWER_STRUCT failure mode. Typhoon cases fenced.
R3_COPERNICUS_KYRILL,Copernicus (ADGEO) — Storm Kyrill and mid-Jan 2007 storms,peer_reviewed,HAS_OPEN_NUMBERS,EVENT_LOSS;DESIGN_HAZARD_INTENSITY,MECHANISM_ANALOG;CONTEXT_NOT_BENCHMARK,STRAIGHT_LINE_WIND,European windstorm (synoptic) loss context; gust fields.,US onshore turbine $; convective (vs synoptic) isolation.,https://adgeo.copernicus.org/articles/58/135/2023/adgeo-58-135-2023.pdf,2026-07-10,European SYNOPTIC windstorm (not convective/derecho); geography+peril mismatch. Context for straight-line wind mechanism only.
R3_PSE_NATHAZREVIEW,PSE Community — Review of Natural Hazard Risks for Wind Farms,peer_reviewed_preprint,HAS_OPEN_NUMBERS,ASSET_FACTS;FRAGILITY_CURVE,MECHANISM_ANALOG,STRAIGHT_LINE_WIND,Wyoming/PA/Sweden SLW cases; typhoon cases quarantined.,US per-MW $.,https://psecommunity.org/wp-content/plugins/wpor/includes/file/2302/LAPSE-2023.3475-1v1.pdf,2026-07-10,Mostly typhoon (fenced) + some SLW cases. Mechanism review. Typhoon cases quarantined.
R3_WIKISOURCE_NWSFINAL,Wikisource — 2024 Greenfield Tornado Finalized Report (NWS DMX),government_forensic,HAS_OPEN_NUMBERS,DESIGN_HAZARD_INTENSITY;ASSET_FACTS,NAMED_EVENT;HAZARD_ANCHOR,TORNADO,Finalized NWS survey: Greenfield EF4 185mph.,Turbine $.,https://en.wikisource.org/wiki/Page:2024_Greenfield_Tornado_Finalized_Report.pdf/4,2026-07-10,Primary NWS finalized survey (hosted). Hazard anchor.
R3_YT_FORENSIC_GREENFIELD,Independent forensic YouTube — Greenfield IA EF4 damage analysis,independent_forensic,HAS_GATED_NUMBERS,DESIGN_HAZARD_INTENSITY,MECHANISM_QUALITATIVE,TORNADO,Engineering-estimated turbine failure threshold ~170 mph (FEA-video narration).,Peer-reviewed number; $ loss.,https://www.youtube.com/watch?v=sPUOFn8IYP8,2026-07-10,"Independent FEA-style estimate (~170mph failure); narration-gated, not primary. Low confidence."
R3_FOXWX_EFCLUE,Fox Weather — Damaged turbines as EF clue (Tim Marshall interview),news_interview,HAS_OPEN_NUMBERS,DESIGN_HAZARD_INTENSITY,MECHANISM_QUALITATIVE,TORNADO,Marshall estimate: Greenfield turbine failure at 120-140 mph.,$ loss.,https://www.foxweather.com/weather-news/wind-turbine-tornado-damage-enhanced-fujita-scale-measurements,2026-07-10,Expert (Tim Marshall) estimated turbine failure threshold 120-140mph — informs tornado D50 shift plausibility. Not a $ benchmark.
R3_ENGFAILANAL_ASLAM,Engineering Failure Analysis (Aslam) — Tornado-Induced Wind Turbine Failure (Greenfield FEA),peer_reviewed,HAS_GATED_NUMBERS,FRAGILITY_CURVE;DESIGN_HAZARD_INTENSITY,MECHANISM_ANALOG;FRAGILITY_ANALOG,TORNADO,Abstract: localized inelastic buckling failure mode confirmed by FEA (Greenfield).,Full paper paywalled; $ loss; full fragility ordinates.,https://www.linkedin.com/posts/usamaaslam98_phdresearch-windenergy-structuralengineering-activity-7407242669132804097-47eJ,2026-07-10,Peer-reviewed FEA confirming tower buckling mechanism for Greenfield — directly supports WT_TOWER_STRUCT. Full paper GATED (pathway: journal).
R3_MIDAM_DERECHO2020,"MidAmerican Energy — Derecho 2020, a storm like no other",operator_disclosure,HAS_OPEN_NUMBERS,EVENT_LOSS,NEGATIVE_FINDING,STRAIGHT_LINE_WIND,Operator narrative confirming no significant wind-farm damage from the 2020 derecho.,Turbine-specific $/count.,https://www.midamericanenergy.com/articles/customer-news-derecho2020-stormresponse,2026-07-10,Corroborates the near-zero derecho damage negative finding. Low-end anchor context.
R3_CRESTON_ARBORHILLS,"Creston News — Fallen turbine blade near Stuart (Arbor Hills, forensic angle)",news_on_record,HAS_OPEN_NUMBERS,ASSET_FACTS,CONTEXT_NOT_BENCHMARK;NEGATIVE_FINDING,STRAIGHT_LINE_WIND,Blade failures attributed to LIGHTNING (not wind) despite temporal proximity to the derecho.,A wind-caused loss.,https://www.crestonnews.com/2020/09/21/cause-of-fallen-wind-turbine-blade-near-stuart-under-investigation/anzel9q/,2026-07-10,"Forensic-angle duplicate: attributes the blade loss to lightning, reinforcing that the 2020 derecho did NOT cause the failures. Negative finding / attribution guard."
SRC_IEC_61400_1,IEC 61400-1 — Wind turbine design requirements (Part 1),engineering_standard,HAS_OPEN_NUMBERS,DESIGN_HAZARD_INTENSITY;FRAGILITY_CURVE,DESIGN_ANCHOR;HAZARD_ANCHOR,N/A,"IEC class table: Class I Vref 50 m/s, II 42.5, III 37.5; Ve50=1.4*Vref extreme 50-yr gust.",Loss/DR; $ severity.,https://www.iec.ch/,2026-07-10,THE design anchor for the cell's V/Ve50 x-axis. Ve50 class table matches the canonical artifact iec_speed_table. Mechanism/axis only.
SRC_DTU_WASP_IEC,DTU Wind Energy (WAsP) — IEC 61400-1 turbine safety standard explainer,academic_explainer,HAS_OPEN_NUMBERS,DESIGN_HAZARD_INTENSITY,DESIGN_ANCHOR,N/A,"Class/load-case framing, extreme wind model, gusts, turbulence, site assessment.",Loss/DR.,https://wasp.dtu.dk/software/windfarm-assessment-tool/iec-61400-1,2026-07-10,Cell source SRC_DTU_IEC. Axis-bridge anchor. Mechanism only.
SRC_NIST_FRAGILITY_MATRIX,"NIST — Fragility curves, damage matrices & wind-induced loss estimation",government_engineering,HAS_OPEN_NUMBERS,FRAGILITY_CURVE,FRAGILITY_ANALOG;DESIGN_ANCHOR,N/A,Ellingwood/Rosowsky fragility-curve + damage-matrix methodology (illustrative $ not turbine-specific).,Turbine-specific ordinates; $ severity.,https://www.nist.gov/,2026-07-10,Cell source NIST_FRAGILITY_METHOD — the methodological basis for the logistic fragility form and max_DR caps. Method only.
SRC_RICE_DUENAS_OSORIO_ACCEL,Rice University (Dueñas-Osorio) — Long-term unavailability of wind turbines from wind-induced accelerations,academic,HAS_OPEN_NUMBERS,FRAGILITY_CURVE,FRAGILITY_ANALOG;MECHANISM_ANALOG,N/A,"Acceleration thresholds 10/15/20 m/s2; cut-out 25 m/s; P(exceed) 64/48/37%; annual unavailability W.Texas 47%, N.Ireland 49%.","Structural $ severity (this is availability/acceleration, the secondary open-seam pathway).",https://www.rice.edu/,2026-07-10,"Cell source SRC_RICE_ACCEL — basis for WT_POWER_ELEC_ACCEL secondary acceleration-sensitive open-seam curve. Availability, not $ loss."
SRC_DUENAS_OSORIO_BASU_2008,"Dueñas-Osorio & Basu (2008, Engineering Structures) — Unavailability from wind-induced accelerations",peer_reviewed,HAS_GATED_NUMBERS,FRAGILITY_CURVE,FRAGILITY_ANALOG,N/A,Abstract-level acceleration/unavailability numbers (via Rice page).,Full paper paywalled; $ severity.,https://doi.org/10.1016/j.engstruct.2007.09.005,2026-07-10,Primary source behind the Rice acceleration curve. Full paper gated.
SRC_STEEL_CONCRETE_TOWER_FRAGILITY,Fragility analysis of steel and concrete wind turbine towers (open-access preprint),peer_reviewed_preprint,HAS_OPEN_NUMBERS,FRAGILITY_CURVE,FRAGILITY_ANALOG;MECHANISM_ANALOG,N/A,Tower fragility curves (steel vs concrete) vs wind demand.,US claims; $ severity per MW.,https://scispace.com/,2026-07-10,Tower fragility form support for WT_TOWER_STRUCT. Curve shape analog only.
SRC_ROUECHE_2017_TORNADO_FRAGILITY,"Roueche, Lombardo, Prevatt (2017) — Empirical Tornado Fragility of Residential Structures",peer_reviewed,HAS_GATED_NUMBERS,FRAGILITY_CURVE;DESIGN_HAZARD_INTENSITY,FRAGILITY_ANALOG,TORNADO,Abstract: EF/DOD-to-speed mapping method (residential).,Turbine fragility; full DOD1-DOD9 table (ASCE paywall).,https://ascelibrary.org/doi/10.1061/%28ASCE%29ST.1943-541X.0001854,2026-07-10,Residential (not turbine); imported only for the EF/DOD->speed mapping that underlies tornado hazard bridging. Full table gated.
SRC_WINDPOWERENGINEERING_BLADE_FAILURE,Windpower Engineering & Development — What researchers learned from fractured blades,trade_press,HAS_OPEN_NUMBERS,COMPONENT_CAUSE,MECHANISM_QUALITATIVE,N/A,Qualitative blade failure-mode taxonomy.,Loss/DR; $ severity.,https://www.windpowerengineering.com/,2026-07-10,Blade failure-mode taxonomy for WT_BLADE_STRUCT. Mechanism only.
SRC_DTU_BLADE_FAILURE_REVIEW,DTU Wind Energy — Root Causes and Mechanisms of Failure of Wind Turbine Blades,academic,HAS_GATED_NUMBERS,COMPONENT_CAUSE,MECHANISM_QUALITATIVE,N/A,Abstract-level blade failure mechanisms.,Full paper gated; $ severity.,https://orbit.dtu.dk/,2026-07-10,Blade mechanism review. Abstract open; full paper gated.
SRC_HAZUS_WIND_PHYSRISK,FEMA HAZUS — Hurricane Model wind damage functions (via physrisk/Oasis-LMF),government_model,HAS_OPEN_NUMBERS,FRAGILITY_CURVE,DOWNGRADED_GENERIC,HURRICANE_TC,Hazus 6.1 hurricane damage functions (generic building occupancies).,Wind-turbine occupancy; convective-wind (hurricane-coded).,https://github.com/os-climate/physrisk,2026-07-10,"DOWNGRADED: generic BUILDING damage functions, hurricane-coded — NOT a turbine curve and hurricane-fenced. Method context only."
SRC_HAZUS_TECH_MANUAL,FEMA/NIBS — Hazus Hurricane Model Technical Manual,government_model,HAS_GATED_NUMBERS,FRAGILITY_CURVE,DOWNGRADED_GENERIC,HURRICANE_TC,Structure of the hurricane damage functions described.,Full manual gated (large PDF); turbine occupancy.,https://www.fema.gov/flood-maps/products-tools/hazus,2026-07-10,DOWNGRADED generic building; hurricane-coded and fenced. Context.
SRC_GAR13_WIND_VULN,GAR13 (Yamin et al. 2014) — Seismic & wind vulnerability for GAR-13 global exposure,government_model,HAS_GATED_NUMBERS,FRAGILITY_CURVE,DOWNGRADED_GENERIC,CONVECTIVE_BLENDED,Wind vulnerability methodology formulas (generic building classes).,Turbine curve; building-class tables gated.,https://www.preventionweb.net/english/hyogo/gar/2013/en/home/,2026-07-10,DOWNGRADED generic global building vulnerability. Method context; not a turbine benchmark.
SRC_USGS_USWTDB_VIEWER,USGS/ACP/LBNL — U.S. Wind Turbine Database (USWTDB) Viewer,government_dataset,HAS_OPEN_NUMBERS,EXPOSURE;DENOMINATOR,DENOMINATOR_CONTEXT;EXPOSURE_BASIS,N/A,"Per-turbine location, capacity (MW), model, hub height, rotor diameter for ~all US turbines.",Loss/$; TIV per turbine.,https://eerscmap.usgs.gov/uswtdb/viewer/,2026-07-10,THE exposure denominator: turbine locations + nameplate MW nationwide. Enables exposure-fraction and per-MW normalization denominators.
SRC_LBNL_USWTDB_V8_MEMO,LBNL — US Wind Turbine Database V8.0 update memo,government_dataset,HAS_OPEN_NUMBERS,EXPOSURE;DENOMINATOR,DENOMINATOR_CONTEXT;EXPOSURE_BASIS,N/A,USWTDB v8.0 turbine counts/capacity update.,Loss/$.,https://emp.lbl.gov/,2026-07-10,USWTDB versioning/denominator update. Exposure basis.
SRC_NREL_CWER_2024,NREL — Cost of Wind Energy Review: 2024 Edition,government_dataset,HAS_OPEN_NUMBERS,EXPOSURE;VALUE_LADDER;DENOMINATOR,VALUE_BASIS;DENOMINATOR_CONTEXT,N/A,"Land-based wind CapEx $1,091/kW turbine + $582/kW BOS = ~$1,673/kW installed; module splits (rotor $337, nacelle $477, tower $276). Underlies value ladder installed $1,968,000/MW, physical $1,623,000/MW.",Loss/$ severity.,https://www.nrel.gov/docs/fy25osti/91775.pdf,2026-07-10,"THE VALUE LADDER source. NREL CWER 2024 CapEx breakdown underlies the canonical $/MW value bases and per-failure-unit shares. Denominator/value basis, NOT a loss benchmark."
SRC_LBNL_LANDBASED_WIND_2023,DOE/LBNL — Land-Based Wind Market Report: 2023 Edition,government_dataset,HAS_OPEN_NUMBERS,EXPOSURE;DENOMINATOR,DENOMINATOR_CONTEXT;EXPOSURE_BASIS,N/A,"US fleet capacity, turbine size trends, capacity factors.",Loss/$.,https://emp.lbl.gov/wind-technologies-market-report,2026-07-10,"Fleet exposure denominators (capacity, turbine size). Exposure basis."
SRC_LBNL_LANDBASED_WIND_2024,DOE/LBNL — Land-Based Wind Market Report: 2024 Edition,government_dataset,HAS_GATED_NUMBERS,EXPOSURE;DENOMINATOR,DENOMINATOR_CONTEXT;EXPOSURE_BASIS,N/A,2024-vintage capacity/turbine-size figures (via NREL ATB/secondary).,Full 2024 PDF not directly opened; loss/$.,https://emp.lbl.gov/wind-technologies-market-report,2026-07-10,2024 fleet update; captured via secondary. Exposure basis. Full PDF pathway.
SRC_ACP_MARKET_REPORT,American Clean Power (ACP) — Clean Power Quarterly Market Report,industry_dataset,HAS_OPEN_NUMBERS,EXPOSURE;DENOMINATOR,DENOMINATOR_CONTEXT;EXPOSURE_BASIS,N/A,"Operating US wind capacity, project pipeline (Q2 2025-Q1 2026).",Loss/$.,https://cleanpower.org/resources/,2026-07-10,Current fleet capacity denominator. Exposure basis.
SRC_NREL_ATB_LANDBASED,NREL Annual Technology Baseline — Land-Based Wind (ATB 2024),government_dataset,HAS_OPEN_NUMBERS,VALUE_LADDER;DENOMINATOR,VALUE_BASIS;DENOMINATOR_CONTEXT,N/A,CapEx/OpEx baseline by year; corroborates CWER value ladder.,Loss/$.,https://atb.nrel.gov/electricity/2024/land-based_wind,2026-07-10,Corroborating value-basis source for the $/MW ladder. Denominator/value basis.
